message,intent
Fais-moi une synthèse sur la Guerre du Mali,résumé
Quels pays étaient impliqués dans la Guerre civile libyenne ?,recherche
Raconte-moi l'histoire de la Guerre d'Irak,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Je veux un quizz sur la Guerre d'Indépendance des États-Unis,quizz
Génère un quizz sur la Guerre de Corée,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Quels sont les événements de la Guerre de Corée ?,recherche
Je veux une fiche de révision sur la Guerre d'Afghanistan,résumé
Raconte-moi en quelques phrases la Guerre du Donbass,résumé
Parle-moi de la Guerre d'Afghanistan,recherche
Donne-moi un résumé de la Guerre de la Ligue de Cambrai,résumé
Fais-moi un résumé sur la Guerre de Dévolution,résumé
Affiche-moi les réponses du test,quizz_reponses
Je veux un résumé sur la Guerre d'Espagne,résumé
Que s’est-il passé en la Guerre Iran-Irak ?,recherche
Quels sont les faits marquants de la Guerre civile libyenne ?,recherche
Donne-moi un résumé de la Guerre franco-prussienne,résumé
Quelles sont les causes de les Guerres de la Révolution française ?,recherche
Fais-moi une synthèse sur la Guerre de Succession de Pologne,résumé
Explique-moi en bref la Guerre du Darfour,résumé
Donne-moi un résumé de la Guerre du Donbass,résumé
Test mes connaissances sur la Guerre du Donbass,quizz
Donne-moi un résumé de la Guerre de 1812,résumé
Dis-moi tout ce que tu sais sur la Guerre du Donbass,recherche
Génère un quizz sur la Guerre du Yom Kippour,quizz
Pose-moi des questions sur la Guerre du Vietnam,quizz
Quels sont les empires ayant existé en Première la Guerre mondiale ?,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Je veux une fiche de révision sur la Guerre de Crimée,résumé
Je veux une fiche de révision sur la Guerre d'Afghanistan,résumé
Génère un quizz sur la Guerre civile centrafricaine,quizz
Raconte-moi en quelques phrases la Guerre d'Espagne,résumé
Raconte-moi en quelques phrases la Guerre de la Ligue d'Augsbourg,résumé
Affiche-moi les réponses du test,quizz_reponses
Génère un quizz sur la Guerre civile mozambicaine,quizz
Fais-moi un exposé sur un grand personnage de la Guerre de Dévolution,recherche
Quels pays étaient impliqués dans les Guerres de la Révolution française ?,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Quels pays étaient impliqués dans la Guerre d'Espagne ?,recherche
Je veux une fiche de révision sur la Guerre civile libyenne,résumé
Fais-moi un quizz sur la Guerre de Succession d'Espagne,quizz
Quelles sont les causes de la Guerre d'indépendance grecque ?,recherche
Fais-moi une synthèse sur la Guerre du Darfour,résumé
Je veux un quizz sur la Guerre du Donbass,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Quelles sont les causes de les Guerres de la Révolution française ?,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Raconte-moi l'histoire de la Guerre civile angolaise,recherche
Je veux un quizz sur la Guerre du Golfe,quizz
Que s’est-il passé en les Guerres napoléoniennes ?,recherche
Pose-moi des questions sur la Guerre d'Algérie,quizz
Raconte-moi en quelques phrases la Guerre de Succession de Pologne,résumé
Test mes connaissances sur la Guerre de la Quadruple-Alliance,quizz
Raconte-moi en quelques phrases la Guerre du Donbass,résumé
Je veux une fiche de révision sur la Guerre civile angolaise,résumé
Affiche-moi les réponses du test,quizz_reponses
Fais-moi un résumé sur la Guerre de Dévolution,résumé
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Donne-moi des informations sur les Guerres napoléoniennes,recherche
Fais-moi un résumé sur la Guerre d'Indépendance des États-Unis,résumé
Quels sont les événements clés de la Guerre de la Quadruple-Alliance ?,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Donne-moi un résumé de la Guerre de la Quadruple-Alliance,résumé
Fais-moi un résumé sur la Guerre du Kosovo,résumé
Affiche-moi les réponses du test,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Donne-moi un résumé de la Guerre civile libérienne,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Raconte-moi une anecdote sur la Guerre du Darfour,recherche
Affiche-moi les réponses du test,quizz_reponses
Fais-moi un quizz sur la Guerre du Yom Kippour,quizz
Quels sont les personnages célèbres de la Guerre de 1812 ?,recherche
Test mes connaissances sur la Guerre de Sécession,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Fais-moi un résumé sur la Guerre de Sécession,résumé
Fais-moi une synthèse sur les Guerres napoléoniennes,résumé
Quels sont les événements majeurs de la Guerre civile angolaise ?,recherche
Quels pays étaient impliqués dans la Guerre du Golfe ?,recherche
Génère un quizz sur la Guerre de Succession d'Espagne,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
Explique-moi en bref la Guerre du Donbass,résumé
Quels pays étaient impliqués dans la Guerre du Donbass ?,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Donne-moi un résumé de la Guerre de Hollande,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quels sont les événements majeurs de la Guerre d'Indépendance des États-Unis ?,recherche
Pose-moi des questions sur la Guerre d'Indépendance des États-Unis,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Je veux un résumé sur la Guerre du Mali,résumé
J’aimerais un quiz sur la Guerre de Crimée,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Quels sont les faits historiques les plus importants de la Guerre du Tigré ?,recherche
Pose-moi des questions sur la Guerre de la Ligue de Cambrai,quizz
Fais-moi un résumé sur la Guerre civile chinoise,résumé
Donne-moi un résumé de la Guerre civile mozambicaine,résumé
J’aimerais voir les réponses du quizz,quizz_reponses
Donne-moi des informations sur la Guerre d'Indépendance des États-Unis,recherche
Quels sont les personnages célèbres de la Guerre civile centrafricaine ?,recherche
Quels sont les personnages célèbres de la Guerre de 1812 ?,recherche
Quelles sont les causes de la Guerre de Corée ?,recherche
Je veux un quizz sur la Guerre de la Ligue de Cambrai,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Raconte-moi en quelques phrases la Guerre de Succession de Pologne,résumé
Affiche-moi les réponses du test,quizz_reponses
Raconte-moi en quelques phrases la Guerre civile sierra-léonaise,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Fais-moi un résumé sur les Guerres de la Révolution française,résumé
Test mes connaissances sur la Guerre de Sécession,quizz
Fais-moi une synthèse sur la Guerre de Succession d'Espagne,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Explique-moi une bataille célèbre liée à la Guerre civile syrienne,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Test mes connaissances sur la Guerre du Golfe,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
Explique-moi en bref la Guerre du Darfour,résumé
Dis-moi tout ce que tu sais sur la Guerre de Succession d'Autriche,recherche
Quand a commencé les Guerres de la Révolution française ?,recherche
Donne-moi un résumé de la Guerre civile yéménite,résumé
Test mes connaissances sur les Guerres napoléoniennes,quizz
Affiche-moi les réponses du test,quizz_reponses
Fais-moi un résumé sur la Guerre d'Afghanistan,résumé
Peux-tu me faire un quizz sur la Guerre de la Ligue d'Augsbourg ?,quizz
Génère un quizz sur la Guerre civile yéménite,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Raconte-moi en quelques phrases la Guerre civile centrafricaine,résumé
J’aimerais voir les réponses du quizz,quizz_reponses
Explique-moi Seconde Guerre mondiale,recherche
J’aimerais un quiz sur la Guerre du Vietnam,quizz
Raconte-moi l'histoire de la Guerre d'Indépendance des États-Unis,recherche
Fais-moi un résumé sur la Guerre civile angolaise,résumé
Fais-moi un résumé sur Première la Guerre mondiale,résumé
J’aimerais un quiz sur la Guerre du Tigré,quizz
Test mes connaissances sur la Guerre d'indépendance grecque,quizz
J’aimerais un quiz sur la Guerre du Vietnam,quizz
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Je veux un quizz sur la Guerre du Kosovo,quizz
Peux-tu me faire un quizz sur la Guerre du Tigré ?,quizz
Raconte-moi en quelques phrases la Guerre du Donbass,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
J’aimerais apprendre plus sur la Guerre franco-prussienne,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Pose-moi des questions sur la Guerre du Kosovo,quizz
Pose-moi des questions sur la Guerre de Bosnie,quizz
Fais-moi un exposé sur un grand personnage de la Guerre des Boers,recherche
Donne-moi un résumé de les Guerres de la Révolution française,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Quels pays étaient impliqués dans la Guerre de Dévolution ?,recherche
Quand a commencé la Guerre de Bosnie ?,recherche
Génère un quizz sur la Guerre de Hollande,quizz
Peux-tu me parler d’un événement marquant de la Guerre de Succession de Pologne ?,recherche
Je veux une fiche de révision sur la Guerre de Trente Ans,résumé
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Je veux un résumé sur la Guerre Iran-Irak,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Que s’est-il passé en la Guerre du Darfour ?,recherche
Quels sont les événements de la Guerre du Yom Kippour ?,recherche
Quels sont les événements majeurs de la Guerre d'indépendance grecque ?,recherche
Je veux un quizz sur la Guerre civile russe,quizz
Fais-moi un exposé sur un grand personnage de la Guerre civile libérienne,recherche
Fais-moi un quizz sur la Guerre des Boers,quizz
Fais-moi un quizz sur la Guerre de la Ligue de Cambrai,quizz
Explique-moi en bref la Guerre de Succession de Pologne,résumé
Explique-moi les Guerres de la Révolution française,recherche
Quels sont les faits marquants de la Guerre de Sécession ?,recherche
Peux-tu me faire un quizz sur la Guerre civile éthiopienne ?,quizz
Je veux un quizz sur les Guerres de la Révolution française,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Raconte-moi l'histoire de la Guerre civile sud-soudanaise,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Je veux un résumé sur la Guerre des Boers,résumé
Génère un quizz sur la Guerre d'indépendance irlandaise,quizz
Pose-moi des questions sur la Guerre civile libyenne,quizz
Je veux une fiche de révision sur la Guerre du Haut-Karabagh,résumé
Explique-moi en bref la Guerre du Mali,résumé
Explique-moi ce qu'était la Guerre civile mozambicaine,recherche
Quels sont les conflits les plus meurtriers de la Guerre du Vietnam ?,recherche
Génère un quizz sur la Guerre d'Afghanistan,quizz
Raconte-moi en quelques phrases la Guerre de Dévolution,résumé
Raconte-moi en quelques phrases la Guerre d'indépendance grecque,résumé
Affiche-moi les réponses du test,quizz_reponses
Fais-moi un résumé sur la Guerre de Succession d'Espagne,résumé
Fais-moi un résumé sur la Guerre du Tigré,résumé
Quels sont les événements de la Guerre civile yéménite ?,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Je veux un quizz sur la Guerre de Succession d'Autriche,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
Donne-moi un résumé de la Guerre de Succession d'Espagne,résumé
Explique-moi ce qu'était la Guerre de la Quadruple-Alliance,recherche
Pose-moi des questions sur la Guerre d'indépendance grecque,quizz
Quand a commencé la Guerre de Sept Ans ?,recherche
Je veux une fiche de révision sur la Guerre civile libérienne,résumé
Affiche-moi les réponses du test,quizz_reponses
Génère un quizz sur la Guerre d'Espagne,quizz
Peux-tu me faire un quizz sur la Guerre du Tigré ?,quizz
Peux-tu me faire un quizz sur la Guerre du Haut-Karabagh ?,quizz
Test mes connaissances sur la Guerre de 1812,quizz
J’aimerais apprendre plus sur la Guerre du Mali,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Fais-moi un résumé sur la Guerre de la Ligue d'Augsbourg,résumé
Explique-moi en bref la Guerre de Succession d'Espagne,résumé
Fais-moi un résumé sur la Guerre de la Ligue d'Augsbourg,résumé
Pose-moi des questions sur la Guerre de Sécession,quizz
Génère un quizz sur la Guerre de 1812,quizz
Fais-moi un quizz sur la Guerre franco-prussienne,quizz
Je veux un résumé sur la Guerre civile sierra-léonaise,résumé
Je veux un résumé sur la Guerre civile libérienne,résumé
Fais-moi un résumé sur la Guerre civile sud-soudanaise,résumé
Je veux un quizz sur la Guerre d'indépendance irlandaise,quizz
Dis-moi tout ce que tu sais sur la Guerre du Golfe,recherche
Quelles sont les causes de la Guerre Iran-Irak ?,recherche
Quand a eu lieu la Guerre civile angolaise ?,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Test mes connaissances sur la Guerre de la Quadruple-Alliance,quizz
J’aimerais un quiz sur la Guerre de Succession de Pologne,quizz
Parle-moi de la Guerre de la Ligue de Cambrai,recherche
Fais-moi un quizz sur la Guerre civile libyenne,quizz
Quels sont les événements de la Guerre Iran-Irak ?,recherche
Génère un quizz sur la Guerre de Trente Ans,quizz
Test mes connaissances sur la Guerre civile centrafricaine,quizz
Fais-moi un résumé sur la Guerre civile libyenne,résumé
Test mes connaissances sur la Guerre de Sécession,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quelles sont les causes de la Guerre du Kosovo ?,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Quels sont les faits historiques les plus importants de la Guerre civile yéménite ?,recherche
Je veux une fiche de révision sur la Guerre de Succession d'Autriche,résumé
